WORD_TOKENIZE,POS,TAG,BOUNDARY,SENTENCE
4,NCNM,B-TABLE,None,Sentence: 51
ผม,PPRS,O,None,Sentence: 51
เตรียม,VACT,B-COMMAND_1,None,Sentence: 51
ให้,JSBR,O,None,Sentence: 51
แล้ว,ADVN,O,None,Sentence: 51
นะ,VACT,O,None,Sentence: 51
ครับ,NCMN,O,None,Sentence: 51
เป็น,VSTA,O,None,Sentence: 51
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 51
กุ้ง,NCMN,I-FOOD,END,Sentence: 51
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 52
กุ้ง,NCMN,I-FOOD,None,Sentence: 52
โต๊ะ,NCMN,O,None,Sentence: 52
5,NCNM,B-TABLE,None,Sentence: 52
เตรียม,VACT,B-COMMAND_1,None,Sentence: 52
แล้ว,XVAE,O,None,Sentence: 52
ครับ,VACT,O,END,Sentence: 52
เตรียม,VACT,B-COMMAND_1,START,Sentence: 53
ให้,JSBR,O,None,Sentence: 53
แล้ว,ADVN,O,None,Sentence: 53
ครับ,VACT,O,None,Sentence: 53
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 53
กุ้ง,NCMN,I-FOOD,None,Sentence: 53
โต๊ะ,NCMN,O,None,Sentence: 53
2,NCNM,B-TABLE,END,Sentence: 53
เตรียม,VACT,B-COMMAND_1,START,Sentence: 54
แล้ว,JSBR,O,None,Sentence: 54
ครับ,VACT,O,None,Sentence: 54
โต๊ะ,NCMN,O,None,Sentence: 54
2,NCNM,B-TABLE,None,Sentence: 54
กับ,RPRE,O,None,Sentence: 54
โต๊ะ,NCMN,O,None,Sentence: 54
4,NCNM,B-TABLE,None,Sentence: 54
ออเดอร์,NCMN,O,None,Sentence: 54
เป็น,VSTA,O,None,Sentence: 54
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 54
กุ้ง,NCMN,I-FOOD,None,Sentence: 54
ครับ,NCMN,O,END,Sentence: 54
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 55
กุ้ง,NCMN,I-FOOD,None,Sentence: 55
โต๊ะ,NCMN,O,None,Sentence: 55
3,NCNM,B-TABLE,None,Sentence: 55
ผม,PPRS,O,None,Sentence: 55
เตรียม,VACT,B-COMMAND_1,None,Sentence: 55
ให้,JSBR,O,None,Sentence: 55
แล้ว,ADVN,O,None,Sentence: 55
ครับ,VACT,O,END,Sentence: 55
หนู,NCMN,O,START,Sentence: 56
เตรียม,VACT,B-COMMAND_1,None,Sentence: 56
ไว้,XVAE,O,None,Sentence: 56
แล้ว,XVAE,O,None,Sentence: 56
ค่ะ,NCMN,O,None,Sentence: 56
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 56
กุ้ง,NCMN,I-FOOD,None,Sentence: 56
ออเดอร์,NCMN,O,None,Sentence: 56
ของ,RPRE,O,None,Sentence: 56
โต๊ะ,NCMN,O,None,Sentence: 56
4,NCNM,B-TABLE,None,Sentence: 56
ค่ะ,NCMN,O,END,Sentence: 56
เชฟ,NCMN,O,START,Sentence: 57
ค่ะ,NCMN,O,None,Sentence: 57
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 57
กุ้ง,NCMN,I-FOOD,None,Sentence: 57
เตรียม,VACT,B-COMMAND_1,None,Sentence: 57
ให้,JSBR,O,None,Sentence: 57
แล้ว,ADVN,O,None,Sentence: 57
ค้า,VACT,O,None,Sentence: 57
ออเดอร์,NCMN,O,None,Sentence: 57
โต๊ะ,NCMN,O,None,Sentence: 57
5,NCNM,B-TABLE,None,Sentence: 57
กับ,RPRE,O,None,Sentence: 57
โต๊ะ,NCMN,O,None,Sentence: 57
6,NCNM,B-TABLE,END,Sentence: 57
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 58
กุ้ง,NCMN,I-FOOD,None,Sentence: 58
ออเดอร์,NCMN,O,None,Sentence: 58
ของ,RPRE,O,None,Sentence: 58
โต๊ะ,NCMN,O,None,Sentence: 58
3,DCNM,B-TABLE,None,Sentence: 58
แล้วก็,CNIT,O,None,Sentence: 58
โต๊ะ,CMTR,O,None,Sentence: 58
4,NCNM,B-TABLE,None,Sentence: 58
เตรียม,VACT,B-COMMAND_1,None,Sentence: 58
ให้,JSBR,O,None,Sentence: 58
แล้ว,ADVN,O,None,Sentence: 58
ครับ,VACT,O,END,Sentence: 58
เชฟ,NCMN,O,START,Sentence: 59
ผม,PPRS,O,None,Sentence: 59
เตรียม,VACT,B-COMMAND_1,None,Sentence: 59
ไว้,XVAE,O,None,Sentence: 59
ให้,XVAE,O,None,Sentence: 59
แล้ว,ADVN,O,None,Sentence: 59
ครับ,VACT,O,None,Sentence: 59
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 59
กุ้ง,NCMN,I-FOOD,None,Sentence: 59
โต๊ะ,NCMN,O,None,Sentence: 59
3,NCNM,B-TABLE,None,Sentence: 59
กับ,RPRE,O,None,Sentence: 59
โต๊ะ,NCMN,O,None,Sentence: 59
6,NCNM,B-TABLE,END,Sentence: 59
เตรียม,VACT,B-COMMAND_1,START,Sentence: 60
ให้,JSBR,O,None,Sentence: 60
แล้ว,ADVN,O,None,Sentence: 60
นะ,VACT,O,None,Sentence: 60
ครับ,NCMN,O,None,Sentence: 60
เชฟ,NCMN,O,None,Sentence: 60
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 60
กุ้ง,NCMN,I-FOOD,None,Sentence: 60
ของ,RPRE,O,None,Sentence: 60
โต๊ะ,NCMN,O,None,Sentence: 60
9,NCNM,B-TABLE,END,Sentence: 60
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 61
กุ้ง,NCMN,I-FOOD,None,Sentence: 61
เตรียม,VACT,B-COMMAND_1,None,Sentence: 61
เสร็จ,ADVN,O,None,Sentence: 61
แล้ว,XVAE,O,None,Sentence: 61
ครับ,VACT,O,None,Sentence: 61
โต๊ะ,NCMN,O,None,Sentence: 61
5,NCNM,B-TABLE,END,Sentence: 61
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 62
กุ้ง,NCMN,I-FOOD,None,Sentence: 62
ขา,NCMN,O,None,Sentence: 62
โต๊ะ,NCMN,O,None,Sentence: 62
6,NCNM,B-TABLE,None,Sentence: 62
เตรียม,VACT,B-COMMAND_1,None,Sentence: 62
แล้ว,XVAE,O,None,Sentence: 62
ครับ,VACT,O,END,Sentence: 62
โต๊ะ,NCMN,O,START,Sentence: 63
6,NCNM,B-TABLE,None,Sentence: 63
เตรียม,VACT,B-COMMAND_1,None,Sentence: 63
แล้ว,XVAE,O,None,Sentence: 63
ค้าบ,VACT,O,None,Sentence: 63
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 63
กุ้ง,NCMN,I-FOOD,END,Sentence: 63
ผม,PPRS,O,START,Sentence: 64
เตรียม,VACT,B-COMMAND_1,None,Sentence: 64
ไว้,XVAE,O,None,Sentence: 64
แล้ว,XVAE,O,None,Sentence: 64
นะ,ADVN,O,None,Sentence: 64
ครับ,NCMN,O,None,Sentence: 64
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 64
กุ้ง,NCMN,I-FOOD,None,Sentence: 64
ออเดอร์,NCMN,O,None,Sentence: 64
ของ,RPRE,O,None,Sentence: 64
โต๊ะ,NCMN,O,None,Sentence: 64
6,NCNM,B-TABLE,END,Sentence: 64
เชฟ,NCMN,O,START,Sentence: 65
ขา,NCMN,O,None,Sentence: 65
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 65
กุ้ง,NCMN,I-FOOD,None,Sentence: 65
ออเดอร์,NCMN,O,None,Sentence: 65
ของ,RPRE,O,None,Sentence: 65
โต๊ะ,NCMN,O,None,Sentence: 65
8,DCNM,B-TABLE,None,Sentence: 65
หนู,NCMN,O,None,Sentence: 65
เตรียม,VACT,B-COMMAND_1,None,Sentence: 65
ให้,JSBR,O,None,Sentence: 65
แล้ว,XVAE,O,None,Sentence: 65
นะคะ,VACT,O,END,Sentence: 65
เตรียม,VACT,B-COMMAND_1,START,Sentence: 66
ไว้,XVAE,O,None,Sentence: 66
ให้,XVAE,O,None,Sentence: 66
แล้ว,ADVN,O,None,Sentence: 66
ค่ะ,VACT,O,None,Sentence: 66
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 66
กุ้ง,NCMN,I-FOOD,None,Sentence: 66
โต๊ะ,NCMN,O,None,Sentence: 66
5,NCNM,B-TABLE,END,Sentence: 66
ออเดอร์,NCMN,O,START,Sentence: 67
ของ,RPRE,O,None,Sentence: 67
โต๊ะ,NCMN,O,None,Sentence: 67
6,NCNM,B-TABLE,None,Sentence: 67
ที่,PREL,O,None,Sentence: 67
3,NCNM,B-TABLE,None,Sentence: 67
เป็น,VSTA,O,None,Sentence: 67
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 67
กุ้ง,NCMN,I-FOOD,None,Sentence: 67
หมู,NCMN,O,None,Sentence: 67
เตรียม,VACT,B-COMMAND_1,None,Sentence: 67
ไว้,XVAE,O,None,Sentence: 67
ให้,JSBR,O,None,Sentence: 67
เสร็จ,ADVN,O,None,Sentence: 67
เรียบร้อย,ADVN,O,None,Sentence: 67
แล้ว,XVAE,O,None,Sentence: 67
ค่ะ,ADVN,O,END,Sentence: 67
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 68
กุ้ง,NCMN,I-FOOD,None,Sentence: 68
โต๊ะ,NCMN,O,None,Sentence: 68
3,NCNM,B-TABLE,None,Sentence: 68
เตรียม,VACT,B-COMMAND_1,None,Sentence: 68
ให้,JSBR,O,None,Sentence: 68
เสร็จ,ADVN,O,None,Sentence: 68
เรียบร้อย,ADVN,O,None,Sentence: 68
แล้ว,XVAE,O,None,Sentence: 68
ค่ะ,ADVN,O,END,Sentence: 68
เตรียม,VACT,B-COMMAND_1,START,Sentence: 69
ให้,JSBR,O,None,Sentence: 69
แล้ว,ADVN,O,None,Sentence: 69
ค่า,NCMN,O,None,Sentence: 69
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 69
กุ้ง,NCMN,I-FOOD,None,Sentence: 69
ออเดอร์,NCMN,O,None,Sentence: 69
ของ,RPRE,O,None,Sentence: 69
โต๊ะ,NCMN,O,None,Sentence: 69
6,NCNM,B-TABLE,END,Sentence: 69
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 70
กุ้ง,NCMN,I-FOOD,None,Sentence: 70
โต๊ะ,NCMN,O,None,Sentence: 70
6,NCNM,B-TABLE,None,Sentence: 70
โต๊ะ,NCMN,O,None,Sentence: 70
7,NCNM,B-TABLE,None,Sentence: 70
เตรียม,VACT,B-COMMAND_1,None,Sentence: 70
แล้ว,XVAE,O,None,Sentence: 70
ครับ,VACT,O,END,Sentence: 70
เตรียม,VACT,B-COMMAND_1,START,Sentence: 71
ให้,JSBR,O,None,Sentence: 71
แล้ว,ADVN,O,None,Sentence: 71
ของ,RPRE,O,None,Sentence: 71
โต๊ะ,NCMN,O,None,Sentence: 71
8,DCNM,B-TABLE,None,Sentence: 71
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 71
กุ้ง,CMTR,I-FOOD,END,Sentence: 71
เตรียม,VACT,B-COMMAND_1,START,Sentence: 72
ให้,JSBR,O,None,Sentence: 72
แล้ว,ADVN,O,None,Sentence: 72
ครับ,VACT,O,None,Sentence: 72
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 72
กุ้ง,NCMN,I-FOOD,None,Sentence: 72
โต๊ะ,NCMN,O,None,Sentence: 72
1,NCNM,B-TABLE,None,Sentence: 72
กับ,RPRE,O,None,Sentence: 72
โต๊ะ,NCMN,O,None,Sentence: 72
3,NCNM,B-TABLE,END,Sentence: 72
ผม,PPRS,O,START,Sentence: 73
เตรียม,VACT,B-COMMAND_1,None,Sentence: 73
ให้,JSBR,O,None,Sentence: 73
แล้ว,ADVN,O,None,Sentence: 73
ครับ,VACT,O,None,Sentence: 73
เชฟ,NCMN,O,None,Sentence: 73
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 73
กุ้ง,NCMN,I-FOOD,None,Sentence: 73
โต๊ะ,NCMN,O,None,Sentence: 73
6,NCNM,B-TABLE,END,Sentence: 73
เชฟ,NCMN,O,START,Sentence: 74
ครับผม,NCMN,O,None,Sentence: 74
เตรียม,VACT,B-COMMAND_1,None,Sentence: 74
ให้,JSBR,O,None,Sentence: 74
แล้ว,ADVN,O,None,Sentence: 74
ครับ,VACT,O,None,Sentence: 74
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 74
กุ้ง,NCMN,I-FOOD,None,Sentence: 74
โต๊ะ,NCMN,O,None,Sentence: 74
4,NCNM,B-TABLE,END,Sentence: 74
เชฟ,NCMN,O,START,Sentence: 75
ครับ,NCMN,O,None,Sentence: 75
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 75
กุ้ง,NCMN,I-FOOD,None,Sentence: 75
โต๊ะ,NCMN,O,None,Sentence: 75
7,NCNM,B-TABLE,None,Sentence: 75
ที่,PREL,O,None,Sentence: 75
ให้,VACT,O,None,Sentence: 75
เตรียม,VACT,B-COMMAND_1,None,Sentence: 75
ผม,PPRS,O,None,Sentence: 75
เตรียม,VACT,B-COMMAND_1,None,Sentence: 75
เสร็จ,VSTA,O,None,Sentence: 75
แล้ว,XVAE,O,None,Sentence: 75
ครับ,VACT,O,END,Sentence: 75
เตรียม,VACT,B-COMMAND_1,START,Sentence: 76
เสร็จ,ADVN,O,None,Sentence: 76
แล้ว,XVAE,O,None,Sentence: 76
ครับ,VACT,O,None,Sentence: 76
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 76
กุ้ง,NCMN,I-FOOD,None,Sentence: 76
โต๊ะ,NCMN,O,None,Sentence: 76
5,NCNM,B-TABLE,END,Sentence: 76
โต๊ะ,NCMN,O,START,Sentence: 77
5,NCNM,B-TABLE,None,Sentence: 77
ผม,PPRS,O,None,Sentence: 77
เตรียม,VACT,B-COMMAND_1,None,Sentence: 77
เสร็จ,VSTA,O,None,Sentence: 77
แล้ว,XVAE,O,None,Sentence: 77
ครับ,VACT,O,None,Sentence: 77
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 77
กุ้ง,NCMN,I-FOOD,END,Sentence: 77
เชฟ,NCMN,O,START,Sentence: 78
ค่ะ,NCMN,O,None,Sentence: 78
หนู,NCMN,O,None,Sentence: 78
เตรียม,VACT,B-COMMAND_1,None,Sentence: 78
ให้,JSBR,O,None,Sentence: 78
แล้ว,ADVN,O,None,Sentence: 78
ค่ะ,VACT,O,None,Sentence: 78
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 78
กุ้ง,NCMN,I-FOOD,None,Sentence: 78
ออเดอร์,NCMN,O,None,Sentence: 78
ของ,RPRE,O,None,Sentence: 78
โต๊ะ,NCMN,O,None,Sentence: 78
3,NCNM,B-TABLE,END,Sentence: 78
เชฟ,NCMN,O,START,Sentence: 79
ขา,NCMN,O,None,Sentence: 79
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 79
กุ้ง,NCMN,I-FOOD,None,Sentence: 79
โต๊ะ,NCMN,O,None,Sentence: 79
6,NCNM,B-TABLE,None,Sentence: 79
เตรียม,VACT,B-COMMAND_1,None,Sentence: 79
ให้,JSBR,O,None,Sentence: 79
แล้ว,ADVN,O,None,Sentence: 79
ค่า,NCMN,O,END,Sentence: 79
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 80
กุ้ง,NCMN,I-FOOD,None,Sentence: 80
โต๊ะ,NCMN,O,None,Sentence: 80
2,NCNM,B-TABLE,None,Sentence: 80
เตรียม,VACT,B-COMMAND_1,None,Sentence: 80
ให้,JSBR,O,None,Sentence: 80
แล้ว,ADVN,O,None,Sentence: 80
นะคะ,VACT,O,None,Sentence: 80
เชฟ,NCMN,O,END,Sentence: 80
โต๊ะ,NCMN,O,START,Sentence: 81
1,NCNM,B-TABLE,None,Sentence: 81
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 81
กุ้ง,CNIT,I-FOOD,None,Sentence: 81
หนู,NCMN,O,None,Sentence: 81
เตรียม,VACT,B-COMMAND_1,None,Sentence: 81
ให้,JSBR,O,None,Sentence: 81
แล้ว,ADVN,O,None,Sentence: 81
นะคะ,VACT,O,None,Sentence: 81
เชฟ,NCMN,O,END,Sentence: 81
เชฟ,NCMN,O,START,Sentence: 82
ขา,NCMN,O,None,Sentence: 82
โต๊ะ,NCMN,O,None,Sentence: 82
4,NCNM,B-TABLE,None,Sentence: 82
กับ,RPRE,O,None,Sentence: 82
โต๊ะ,NCMN,O,None,Sentence: 82
3,NCNM,B-TABLE,None,Sentence: 82
เตรียม,VACT,B-COMMAND_1,None,Sentence: 82
ให้,JSBR,O,None,Sentence: 82
แล้ว,ADVN,O,None,Sentence: 82
นะคะ,VACT,O,None,Sentence: 82
เป็น,VSTA,O,None,Sentence: 82
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 82
กุ้ง,NCMN,I-FOOD,None,Sentence: 82
ค่ะ,NCMN,O,END,Sentence: 82
หนู,NCMN,O,START,Sentence: 83
เตรียม,VACT,B-COMMAND_1,None,Sentence: 83
ไป,XVAE,O,None,Sentence: 83
แล้ว,XVAE,O,None,Sentence: 83
คะ,NCMN,O,None,Sentence: 83
ของ,RPRE,O,None,Sentence: 83
โต๊ะ,NCMN,O,None,Sentence: 83
3,NCNM,B-TABLE,None,Sentence: 83
กับ,RPRE,O,None,Sentence: 83
โต๊ะ,NCMN,O,None,Sentence: 83
4,NCNM,B-TABLE,None,Sentence: 83
เป็น,VSTA,O,None,Sentence: 83
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 83
กุ้ง,NCMN,I-FOOD,END,Sentence: 83
ค่า,NCMN,O,START,Sentence: 84
เชฟ,NCMN,O,None,Sentence: 84
หนู,NCMN,O,None,Sentence: 84
เตรียม,VACT,B-COMMAND_1,None,Sentence: 84
ให้,JSBR,O,None,Sentence: 84
แล้ว,ADVN,O,None,Sentence: 84
ค่า,NCMN,O,None,Sentence: 84
ค,NCMN,O,None,Sentence: 84
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 84
กุ้ง,NCMN,I-FOOD,None,Sentence: 84
ออเดอร์,NCMN,O,None,Sentence: 84
ของ,RPRE,O,None,Sentence: 84
โต๊ะ,NCMN,O,None,Sentence: 84
3,NCNM,B-TABLE,None,Sentence: 84
กับ,RPRE,O,None,Sentence: 84
โต๊ะ,NCMN,O,None,Sentence: 84
4,NCNM,B-TABLE,END,Sentence: 84
เตรียม,VACT,B-COMMAND_1,START,Sentence: 85
ไว้,XVAE,O,None,Sentence: 85
แล้ว,XVAE,O,None,Sentence: 85
นะคะ,VACT,O,None,Sentence: 85
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 85
กุ้ง,NCMN,I-FOOD,None,Sentence: 85
ของ,RPRE,O,None,Sentence: 85
โต๊ะ,NCMN,O,None,Sentence: 85
6,NCNM,B-TABLE,None,Sentence: 85
ค่ะ,NCMN,O,END,Sentence: 85
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 86
กุ้ง,NCMN,I-FOOD,None,Sentence: 86
เตรียม,VACT,B-COMMAND_1,None,Sentence: 86
ให้,JSBR,O,None,Sentence: 86
แล้ว,ADVN,O,None,Sentence: 86
นะคะ,VACT,O,None,Sentence: 86
โต๊ะ,NCMN,O,None,Sentence: 86
3,NCNM,B-TABLE,END,Sentence: 86
โต๊ะ,NCMN,O,START,Sentence: 87
3,NCNM,B-TABLE,None,Sentence: 87
กับ,RPRE,O,None,Sentence: 87
โต๊ะ,NCMN,O,None,Sentence: 87
4,NCNM,B-TABLE,None,Sentence: 87
เตรียม,VACT,B-COMMAND_1,None,Sentence: 87
ให้,JSBR,O,None,Sentence: 87
แล้ว,ADVN,O,None,Sentence: 87
นะคะ,VACT,O,None,Sentence: 87
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 87
กุ้ง,NCMN,I-FOOD,END,Sentence: 87
หนู,NCMN,O,START,Sentence: 88
เตรียม,VACT,B-COMMAND_1,None,Sentence: 88
ให้,JSBR,O,None,Sentence: 88
แล้ว,ADVN,O,None,Sentence: 88
นะคะ,VACT,O,None,Sentence: 88
และ,JCRG,O,None,Sentence: 88
ข้าวผัด,VACT,B-FOOD,None,Sentence: 88
กุ้ง,NCMN,I-FOOD,None,Sentence: 88
โต๊ะ,NCMN,O,None,Sentence: 88
5,NCNM,B-TABLE,END,Sentence: 88
เตรียม,VACT,B-COMMAND_1,START,Sentence: 89
ไว้,XVAE,O,None,Sentence: 89
แล้ว,XVAE,O,None,Sentence: 89
นะคะ,PDMN,O,None,Sentence: 89
ของ,RPRE,O,None,Sentence: 89
โต๊ะ,NCMN,O,None,Sentence: 89
4,NCNM,B-TABLE,None,Sentence: 89
กับ,RPRE,O,None,Sentence: 89
โต๊ะ,NCMN,O,None,Sentence: 89
3,NCNM,B-TABLE,None,Sentence: 89
ที่,PREL,O,None,Sentence: 89
สั่ง,VACT,O,None,Sentence: 89
เป็น,VSTA,O,None,Sentence: 89
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 89
กุ้ง,NCMN,I-FOOD,END,Sentence: 89
ออเดอร์,NCMN,O,START,Sentence: 90
ของ,RPRE,O,None,Sentence: 90
โต๊ะ,NCMN,O,None,Sentence: 90
1,NCNM,B-TABLE,None,Sentence: 90
แล้วก็,RPRE,O,None,Sentence: 90
โต๊ะ,NCMN,O,None,Sentence: 90
3,DCNM,B-TABLE,None,Sentence: 90
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 90
กุ้ง,CMTR,I-FOOD,None,Sentence: 90
เตรียม,VACT,B-COMMAND_1,None,Sentence: 90
ให้,JSBR,O,None,Sentence: 90
รึ,NCMN,B-QUESTION,None,Sentence: 90
ยัง,XVBM,I-QUESTION,None,Sentence: 90
อ่ะ,ADVP,O,END,Sentence: 90
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 91
กุ้ง,NCMN,I-FOOD,None,Sentence: 91
โต๊ะ,NCMN,O,None,Sentence: 91
5,NCNM,B-TABLE,None,Sentence: 91
เตรียม,VACT,B-COMMAND_1,None,Sentence: 91
ให้,JSBR,B-QUESTION,None,Sentence: 91
ยัง,XVBM,I-QUESTION,END,Sentence: 91
เตรียม,VACT,B-COMMAND_1,START,Sentence: 92
ให้,JSBR,B-QUESTION,None,Sentence: 92
ยัง,XVBM,I-QUESTION,None,Sentence: 92
โต๊ะ,NCMN,O,None,Sentence: 92
9,NCNM,B-TABLE,None,Sentence: 92
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 92
กุ้ง,CMTR,I-FOOD,END,Sentence: 92
เตรียม,VACT,B-COMMAND_1,START,Sentence: 93
ไว้,XVAE,B-QUESTION,None,Sentence: 93
แล้ว,XVAE,I-QUESTION,None,Sentence: 93
ใช่ไหม,VACT,I-QUESTION,None,Sentence: 93
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 93
กุ้ง,NCMN,I-FOOD,None,Sentence: 93
โต๊ะ,NCMN,O,None,Sentence: 93
1,NCNM,B-TABLE,END,Sentence: 93
มี,VSTA,O,START,Sentence: 94
ใคร,PNTR,O,None,Sentence: 94
เตรียม,VACT,B-COMMAND_1,None,Sentence: 94
แล้ว,XVAE,B-QUESTION,None,Sentence: 94
หรือยัง,EITT,I-QUESTION,None,Sentence: 94
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 94
กุ้ง,NCMN,I-FOOD,None,Sentence: 94
ของ,RPRE,O,None,Sentence: 94
ออเดอร์,NCMN,O,None,Sentence: 94
โต๊ะ,NCMN,O,None,Sentence: 94
3,NCNM,B-TABLE,END,Sentence: 94
มี,VSTA,O,START,Sentence: 95
ใคร,PNTR,O,None,Sentence: 95
เตรียม,VACT,B-COMMAND_1,None,Sentence: 95
ออเดอร์,NCMN,O,None,Sentence: 95
ของ,RPRE,O,None,Sentence: 95
โต๊ะ,NCMN,O,None,Sentence: 95
4,DCNM,B-TABLE,None,Sentence: 95
ที่,PREL,O,None,Sentence: 95
สั่ง,VACT,O,None,Sentence: 95
เป็น,VSTA,O,None,Sentence: 95
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 95
กุ้ง,NCMN,I-FOOD,None,Sentence: 95
ให้,JSBR,B-QUESTION,None,Sentence: 95
ผม,PPRS,I-QUESTION,None,Sentence: 95
หรือยัง,EITT,I-QUESTION,END,Sentence: 95
เตรียม,VACT,B-COMMAND_1,START,Sentence: 96
ให้,JSBR,B-QUESTION,None,Sentence: 96
ยัง,XVBM,I-QUESTION,None,Sentence: 96
ครับ,VACT,O,None,Sentence: 96
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 96
กุ้ง,NCMN,I-FOOD,None,Sentence: 96
โต๊ะ,NCMN,O,None,Sentence: 96
4,NCNM,B-TABLE,END,Sentence: 96
โต๊ะ,NCMN,O,START,Sentence: 97
4,NCNM,B-TABLE,None,Sentence: 97
ที่,PREL,O,None,Sentence: 97
เป็น,VSTA,O,None,Sentence: 97
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 97
กุ้ง,NCMN,I-FOOD,None,Sentence: 97
เตรียม,VACT,B-COMMAND_1,None,Sentence: 97
ให้,JSBR,B-QUESTION,None,Sentence: 97
ยัง,XVBM,I-QUESTION,None,Sentence: 97
ครับ,VACT,O,END,Sentence: 97
ปู,NCMN,B-FOOD,START,Sentence: 98
ผัด,NCMN,I-FOOD,None,Sentence: 98
ผง,NCMN,I-FOOD,None,Sentence: 98
กะหรี่,NCMN,I-FOOD,None,Sentence: 98
โต๊ะ,NCMN,O,None,Sentence: 98
2,NCNM,B-TABLE,None,Sentence: 98
ผม,PPRS,O,None,Sentence: 98
เตรียม,VACT,B-COMMAND_1,None,Sentence: 98
ให้,JSBR,O,None,Sentence: 98
แล้ว,ADVN,O,None,Sentence: 98
ครับ,VACT,O,END,Sentence: 98
ผม,PPRS,O,START,Sentence: 99
เตรียม,VACT,B-COMMAND_1,None,Sentence: 99
ให้,JSBR,O,None,Sentence: 99
แล้ว,ADVN,O,None,Sentence: 99
ครับ,VACT,O,None,Sentence: 99
ปู,NCMN,B-FOOD,None,Sentence: 99
ผัด,NCMN,I-FOOD,None,Sentence: 99
ผง,NCMN,I-FOOD,None,Sentence: 99
กะหรี่,NCMN,I-FOOD,None,Sentence: 99
โต๊ะ,NCMN,O,None,Sentence: 99
4,NCNM,B-TABLE,END,Sentence: 99
ของ,RPRE,O,START,Sentence: 100
โต๊ะ,NCMN,O,None,Sentence: 100
4,NCNM,B-TABLE,None,Sentence: 100
ผม,PPRS,O,None,Sentence: 100
เตรียม,VACT,B-COMMAND_1,None,Sentence: 100
ให้,JSBR,O,None,Sentence: 100
แล้ว,ADVN,O,None,Sentence: 100
นะ,VACT,O,None,Sentence: 100
ครับ,NCMN,O,None,Sentence: 100
เป็น,VSTA,O,None,Sentence: 100
ปู,NCMN,B-FOOD,None,Sentence: 100
ผัด,NCMN,I-FOOD,None,Sentence: 100
ผง,NCMN,I-FOOD,None,Sentence: 100
กะหรี่,NCMN,I-FOOD,END,Sentence: 100
ปู,NCMN,B-FOOD,START,Sentence: 101
ผัด,NCMN,I-FOOD,None,Sentence: 101
ผง,NCMN,I-FOOD,None,Sentence: 101
กะหรี่,NCMN,I-FOOD,None,Sentence: 101
โต๊ะ,NCMN,O,None,Sentence: 101
5,NCNM,B-TABLE,None,Sentence: 101
เตรียม,VACT,B-COMMAND_1,None,Sentence: 101
แล้ว,XVAE,O,None,Sentence: 101
ครับ,VACT,O,END,Sentence: 101
เตรียม,VACT,B-COMMAND_1,START,Sentence: 102
ให้,JSBR,O,None,Sentence: 102
แล้ว,ADVN,O,None,Sentence: 102
ครับ,VACT,O,None,Sentence: 102
